研报名称,机构名称,发布时间,行业,研报地址
航空业三季报综述：客座率维持较高水平，燃油成本下降利好航司业绩,东兴证券,2025-11-06 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=UbWPFA82PZKOsGTTaSVtT+GXele//C6RxI4YMOAbUDI=
中国民航行业2025年中期信用观察,新世纪资信评估,2025-10-31 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=BZx4sIvc1ZaAK0tUYa4jhyewd5O51v/9sLGOf6UVh2Q=
交通运输物流行业2025年9月航空数据点评：客座率高位传导至价格提升，关注淡季价格拐点,民生证券,2025-10-21 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=SWo8XVCyJ+N+qV4mnJtRr3hz51SOAmNpV0/OEswNN/U=
交通运输产业行业研究：2025冬春航季客班计划量同比回落，“内卷式”竞争有望缓解,国金证券,2025-10-18 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=viDomVEEGnbybPypxF22fRv/kfCsDIrHCJM6GfHB8Gg=
航空机场9月数据点评：客座率整体维持较高水平，国际线同比提升明显,东兴证券,2025-10-17 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=5oud5xbTn7osL/92NNWMNFVvcHMR2k4Qe0v/7S9/sZM=
重振商用飞机供应链：是什么阻碍了商用飞机供应链——以及接下来该何去何从,奥纬咨询公司,2025-10-16 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=JXYf1I/7KeBf8E+sYInKQvlklxH1LFcmGFzR09Z8qec=
交通运输物流行业2025年8月航空数据点评：客座率同环比显著改善，关注淡季需求改善延续性,民生证券,2025-09-18 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=OqPo8NCBY06mq07z3k+8SqGNm6s5aJbo95iuQl4FkGY=
航空机场8月数据点评：供给低增长，客座率环比改善,东兴证券,2025-09-17 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Td8cFxRaqHj4Wg8YfpOO2caSffgYo2fa/Dv0pFvy54g=
航空运输月度专题：客座率维持高位，座收或超预期,信达证券,2025-09-17 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Td8cFxRaqHj4Wg8YfpOO2bw1T4nZ5aKN4N1RIO7WmVA=
脱碳化航空运输：准实验的洞见,世界银行,2025-08-28 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=eqMxmRBMQHc2e285tinawg6rIh9I/wRQLwXdJUYjl/Y=
2025可持续航空、航运燃料发展报告,创业邦,2025-08-20 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Nz8IDE4zwNZUTOiemipUJoqNyPU+tCHSAaR+C/W/ktI=
航空机场7月数据点评：客座率环比略降，静待反内卷政策推进,东兴证券,2025-08-20 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Nz8IDE4zwNZUTOiemipUJn+8vICCvK94TFJfRbcW2VY=
交通运输物流行业2025年7月航空数据点评：需求同比增速放缓，航协提出价格自律淡季或现改善,民生证券,2025-08-18 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=S4LMfpS5vjd/zeCuGi0DeBCFbyqcO/h6H9hFkMSn7vw=
航空运输月度专题：票价疲软客座率高位提升，关注“反内卷”推进,信达证券,2025-08-17 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=gCsax9BejqO3BN5JiRYGBZI6N8HxYzDRX4IT+rqhWes=
交通运输行业8月投资策略：快递“反内卷”举措持续兑现，业绩期关注优质个股,国信证券,2025-08-15 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=wGsX2Gugw/Iy40UIU/raWT0A4HlUA+OtIN4a8VLYSV0=
低空经济行业周报：广东省政数局印发《广东省数据赋能低空经济高质量发展实施方案》,金元证券,2025-08-13 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=E1exjWay8Kob2J65hJtOlFX6tTviAAqMBjHRd9VGWsY=
航空行业分析：综合整治“内卷式”竞争，看好供需改善带来的座收盈利弹性,信达证券,2025-07-23 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=B6Wc71c4Sqe5mmqIcTIusiU7PxBU8Rer5IOWEZdrhqc=
交通运输物流行业2025年6月航空数据点评：利用率、客座率升至高位，关注潜在价格拐点,民生证券,2025-07-18 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=cnCuuBMU5Ud8NGsekm6V9WmeGFb7RXN7hCD1MPAJtJM=
航空运输月度专题：客座率高位持续，看好暑运旺季票价回升,信达证券,2025-07-17 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=cnCuuBMU5Ud8NGsekm6V9bC0rDQ1mhB0q4ka3cxQFAk=
航空机场6月数据点评：航司运力投放较为克制，东航客座率逆势抬升,东兴证券,2025-07-17 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=cnCuuBMU5Ud8NGsekm6V9QsR52ky2Tf/lSCYBY5ITTM=
航空行业深度分析：供需将改善，票价或长虹,信达证券,2025-07-07 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XYPnWY1KD0H+1xxFhwRzTaM16WTohPj1voKI1AIA9TY=
史普霍尔绩效转型案例研究：航空安全运行需要转换,奥纬咨询公司,2025-06-29 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=QY0oJbJocf8pQluGwKhGb0eM7AEFclwaSHRLqptUFkQ=
交通运输行业2025年中期策略：聚焦供需优化与末端赋能，布局航空及直营快递,国金证券,2025-06-25 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=bdzy2JGSdZFszMtDdIm1+362qf0eaX421lHYo7oag2U=
交通运输物流行业2025年5月航空数据点评：国内价格止跌回稳，重申旺季配置机会,民生证券,2025-06-23 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=w4fQi/MKr+LZHwOz7fGt1K0c2ivF5DMoxE/zW+rolE4=
航空机场5月数据点评：客座率维持高水平，旺季弹性初步体现,东兴证券,2025-06-18 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=SXSNTWpkoNA9GMJLdw1V9S1g4NOochM0tsHoDjeMtIY=
航空公司经济分析：行业现状：2025年第一季度,奥纬咨询公司,2025-06-18 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=SXSNTWpkoNA9GMJLdw1V9bwqhPJYPwfZfzNGingfPkg=
航空运输5月数据点评：客座率再创新高，暑运预期向好,中邮证券,2025-06-18 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=SXSNTWpkoNA9GMJLdw1V9ec639Cmb8XY3U/0+ZKQypI=
航空运输月度专题：供给逐渐收缩、票价跌幅收窄，旺季供需改善可期,信达证券,2025-06-18 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=SXSNTWpkoNA9GMJLdw1V9c3t6nMG0ly7YCnod5L8z1E=
交运行业周报,国新证券股份,2025-06-18 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=SXSNTWpkoNA9GMJLdw1V9Z3RksR38fJxfp1jm9zsqAQ=
交通运输产业行业研究：预计5月快递业务量同比增长16%，过境免签政策新增一国,国金证券,2025-06-15 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=/zztiYH/lljjzpVRpCb/gikZv9lC744i0v96lUh6OAI=
2025年航空运输行业分析,联合资信,2025-05-27 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=HDAhjhg6MYzq+f7ibdAcIMP2hkUA26ZB+zyh8fx9PVk=
2025年机场行业分析,联合资信,2025-05-27 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=HDAhjhg6MYzq+f7ibdAcIO/SO3iqiQPiIDtLGNNcLqI=
航空运输4月数据点评：客座率同比走高，价格预期改善,中邮证券,2025-05-20 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=iLQ9iM+eFGK7g+p9BISzoY3G4Xwt3nWoc0WAvZvXtcc=
航空运输月度专题：票价跌幅明显收窄，看好旺季供需改善,信达证券,2025-05-20 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=iLQ9iM+eFGK7g+p9BISzoWJBPeAMPsak6GRr36/MY9o=
交通运输物流行业2025年4月航空数据点评：供需同比大幅增长停场率下降，关注旺季布局窗口,民生证券,2025-05-18 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=yAKPQS43RHkBY+k7MOwg3LcYa4aMoWIqNkBQdr5AU4A=
航空机场4月数据点评：淡季客座率维持高水平，春秋国内线投放明显提升,东兴证券,2025-05-16 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=/HTwZZc4+/KuV9XZfjFTuH0DD0KtymqOX7gvhu+WrlQ=
2024年全国民航航班运行效率报告,中国民用航空局,2025-05-07 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ezbXk6xnu/vida2lPUEpFWypmQz8cdQw49yxVp+Q4gI=
航空机场：“五一”假期出行点评-量增价稳，供需关系加速改善,华源证券,2025-05-06 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=kUCigNasjhSDsjMcoKwQ7+bJPZ5faw5Ad4e9tXOwmyY=
航空运输月度专题：客座率高位维稳，票价同比跌幅收窄,信达证券,2025-04-23 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=oEewwmbowCULIZyB6v+lzSfZU1QUqIT4fcv1534xM8E=
交通运输物流行业2025年3月数据动态点评：淡旺季切换国内价格降幅收窄，关注旺季配置窗口,民生证券,2025-04-22 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=2VmouAaBmvFOl4MdaagGRkAbcXc7cTPC0E8BmMKf19s=
航空机场3月数据点评：国内市场供给管控提振客座率，国际线淡季依旧承压,东兴证券,2025-04-17 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=OJaBHvJZR87tsjueu6yc8yFR9Dz+R7WZHtTEDtqkQcc=
航空行业框架,国金证券,2025-03-30 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=r5wMIqn9SlARUvMlaIClXTs9tYqegmSDMKtC+AxEWqo=
交通运输行业快评报告：1-2月航空数据跟踪点评,万联证券,2025-03-26 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=caX4KoQWOHU5s8O0t4xl9h6npQbaoyw9QylqX/vPjtY=
航空新周期系列点评之三：国家发布《提振消费专项行动方案》，扩大旅游消费有望刺激支线航空需求提升,中银证券,2025-03-19 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=YOdqHC5L+DEfQtlpeouPBXj7Jhapf0KvYXPZ884atFA=
航空机场2月数据点评：国内线供给端挤水分，国际淡旺季差异依旧较大,东兴证券,2025-03-19 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=YOdqHC5L+DEfQtlpeouPBSs8S+/80I1PLK7DisNYWMA=
2025年中国民营航天及地月经济带商业发展前瞻（简版）：致两千年后的你,艾瑞股份,2025-03-18 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=2FV6YWxVvwSERBeA1NZg4TO832KLSZzabFseSaweNOE=
低空经济周报：亿航年度总收入4.56亿元，同比增长288.5%；成为全球首家盈利的eVTOL公司。,金元证券,2025-03-18 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=rW7Yu97K8Y61rDLmXRFaAyNcGdU2AVeBGCqIoTx3BNw=
交通运输行业周报：民航局发布2025年夏秋航季计划，关注巴拿马运河港口交易,国信证券,2025-03-17 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=2FV6YWxVvwSERBeA1NZg4VwW5MBbnMoXpEh6m34rC+g=
低空经济周报：“低空经济”再入政府工作报告，两会代表聚焦空域管理、基建建设、驾驶员认证、城市规划、气象服务等议题,金元证券,2025-03-11 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=5AlQiCut6MZqxSlO43jJCjDUUewI+m+CXEVa0Za8+Ag=
低空基础设施专题研究：低空经济政策加码发力，通用机场基建扩容提速,源达信息,2025-03-07 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=fa91g1pIaJCKpJAXgbgqupPEc3Zwi+E+vhsEpZg4EqY=
低空经济专题系列报告三（政策篇）：各地政策密集颁布，低空发展路渐清晰,金元证券,2025-03-03 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=RVfHWybq3DZRHQJOx9m/mnwvZuh4IK8iInpn47jXuFM=
交通运输行业周报：干散货市场需求改善，航空淡季需求有望回暖,华源证券,2025-03-02 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Al9DjKWXoBRKP6pRg9OHzXT2AnH2lZYJqIVjbgBYqro=
交通运输产业行业研究：春运人员流动量超90亿人次 BDI指数环比大幅上涨,国金证券,2025-02-24 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=p+RkahopWoAMlp0CMR1aKubwv8R+WsthqzBDxUIIhpU=
交通运输行业：驾乘低空经济新风 畅享新质出行体验,保时捷(上海)管理咨询,2025-02-20 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=wL6kMDicKG0vFDkZmaF0Qesb6/hlrbV/3SO9LidO1Xk=
航空机场1月数据点评：春运旺季需求回升，上市航司国际线运力投放首次超过19年同期,东兴证券,2025-02-19 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=rnJxPS60tvPVhLK69agT4zhraDTb37WNiFBDOwIu1lk=
航空运输月度专题：1月油汇向好、国内线运力同比微增，客座率高位维稳,信达证券,2025-02-19 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=rnJxPS60tvPVhLK69agT4zP5jrErOWR7Pbw/a+hUQKA=
2025航空系列深度之一：新周期起点，再论航空供需差,华源证券,2025-02-19 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=rnJxPS60tvPVhLK69agT47f0njZfL3FDui1WHVIWCi4=
2025年春节出行数据点评：错峰出行平滑客流，出入境高热度,华源证券,2025-02-06 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=hrW9CKuAnZxDP9o6nQzbfqOFM3jc06rv5ToaZjywWX8=
2025年春运数据深度分析：春运过半，量增价弱,信达证券,2025-02-06 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=hrW9CKuAnZxDP9o6nQzbfuA5n6jVRZR9rPJbLjwrzZU=
中国民用机场行业展望，2025年1月,中诚信国际,2025-01-23 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=snUeS5I1j8keNL55bp20AGMT99adILgA6h82wxAtImA=
中国航空运输行业展望，2025年1月,中诚信国际,2025-01-23 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=snUeS5I1j8keNL55bp20AC/eQMWAmV17SFUGUY4WT2k=
航空运输：12月客座率高位维稳，看好油汇压力释放后的利润弹性,信达证券,2025-01-17 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=EVdJ3m5aSxLMcftCepB6JmW+Xwi1WxH+fAT5bXstjng=
航空机场12月数据点评：中型航司加大运力投放，三大航维持克制,东兴证券,2025-01-17 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=EVdJ3m5aSxLMcftCepB6Jg+xbk8QEBWSP/1oCO2ReE0=
交通运输行业周报：美国制裁涉俄油轮，伊俄油贸受限利好油运,华源证券,2025-01-12 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=T9wNne/tI+bspCSMrr7T4UvGYue/jtn8D/22Z2cpbeA=
交通运输行业周报：深圳国际公告转型项目进展，民航春运旺季有望延续,华源证券,2025-01-06 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=zobJ2JBCvJjjxBHEORThNhtrlxC1ZY0xXOkxBHgQe9c=
交运行业2025年度投资策略：“哑铃型”策略，攻守兼备，寻找交运的投资线索,民生证券,2024-12-22 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=eryOTsfbLuRzvRDuEzB6sDcx/KAI8fe8z4eXiTkBb08=
航空新周期系列点评之二：放宽优化外国人过境免签政策利好航空出行，我国航空出行人口规模有望持续增长,中银证券,2024-12-20 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=8u9KW+3P8AT8Fy5UJZFFJORA+Hyx0vnzrXGW0PE81Cw=
航空机场11月数据点评：淡季量价难以兼得，航司客座率表现分化,东兴证券,2024-12-18 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=mNWsAThPVnEAQUvFdn0laubMOdPb6O0UWJ7O66ZPZ9A=
交通运输产业行业研究：11月快递业务量同比增长14.9%，国货航拟上市,国金证券,2024-12-15 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Z8dCSyGIe46LzGKocbYYrhM9jdUUCYYJcczR29pvYVY=
航空新周期系列点评之一：国内航空运力供给未来3年相对稳态，2024年全国民航客运量有望超7亿人次,中银证券,2024-12-13 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=YhqyRusQ33dc7/+VMd6COrZgFkwNfIygmby3YxuBEoc=
航空运输行业回顾及展望：行业发展稳中向好，经营业绩持续改善,联合资信,2024-12-08 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=/uHen7jB2WUrCYkPfhjm3ckZP7g4UeVh5J7mFa4xVuQ=
机场行业回顾及展望：需求加速恢复，偿债指标有望继续改善,联合资信,2024-12-08 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=/uHen7jB2WUrCYkPfhjm3Q0Y9fXi8gauxSLS898OARk=
