研报名称,机构名称,发布时间,行业,网页链接,PDF直链
东吴金融财富管理月报（2024/08）：股票型ETF资金净流入，ETF总规模持续增长,东吴证券,2024-09-09 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=5PeFOdrFrpIvgzc/D3Ea9V4ndo12jBLuY88hMVBw/60=,https://pdf.dfcfw.com/pdf/H3_AP202409091639789815_1.pdf
REITs行业周报：两只消费REITs首次分红，保障房、消费REITs单周表现优异,开源证券,2024-09-08 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=jYIlpLtuUMZzjIMM8jMwV3jRN7P6u49wzWxVMy6lSgc=,https://pdf.dfcfw.com/pdf/H3_AP202409081639786862_1.pdf
非银金融：“国君+海通”引领券业整合新纪元,信达证券,2024-09-08 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=jYIlpLtuUMZzjIMM8jMwV08bqaFDZe0+zz8cRhOInG8=,https://pdf.dfcfw.com/pdf/H3_AP202409081639786424_1.pdf
金融租赁行业深度：金融租赁梳理：回归“融物本源”，个体资质差异或加大,丝路海洋(北京)科技,2024-09-05 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=vcP2oh7LNSpJh1x08kDTYuKItnF2akRp4P/je3FHSgc=,https://pdf.dfcfw.com/pdf/H3_AP202409051639759982_1.pdf
非银金融行业周报：券商中期业绩承压，险企业绩表现亮眼,信达证券,2024-09-02 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=U9GTQ+vGqDdvKeR9qWg33X6R7qyhUDxYE5zhl0oGyTE=,https://pdf.dfcfw.com/pdf/H3_AP202409011639679257_1.pdf
REITs行业周报：支持长江经济带REITs发行，华夏首创奥莱REIT正式上市,开源证券,2024-09-01 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=U9GTQ+vGqDdvKeR9qWg33SUErW5AC8dVz7yaVNprSKQ=,https://pdf.dfcfw.com/pdf/H3_AP202409011639680555_1.pdf
非银金融：基于债市波动和产品抽样的方法-评估外部冲击下资管产品赎回压力,国信证券,2024-09-01 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=U9GTQ+vGqDdvKeR9qWg33QSas7ZjhmSJJ1Qlzu58B9k=,https://pdf.dfcfw.com/pdf/H3_AP202409011639680215_1.pdf
金融大模型：重塑金融生态，引领智能决策新纪元 头豹词条报告系列,头豹研究院,2024-08-30 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=+bw5zmt2K9LhzIG+bvSc7KwTSRew6wNZsI2D1MsNUHA=,https://pdf.dfcfw.com/pdf/H3_AP202408301639641572_1.pdf
金融周报：银行板块高股息+稳定性投资价值提升,华龙证券,2024-08-20 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Rg++idEz1ZnisZ/BAtsHJL6a1UdeTlO0RLoryNjYSaU=,https://pdf.dfcfw.com/pdf/H3_AP202408201639351273_1.pdf
非银行业点评：7月保费整体回暖，重点关注产品切换及中报表现,民生证券,2024-08-19 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=DPU0FQbiFwFXuDZWH4ZcRJBtTq64m8jEYldPfMdL7TE=,https://pdf.dfcfw.com/pdf/H3_AP202408191639329782_1.pdf
REITs行业周报：支持绿色转型项目REITs发行，华安百联消费REIT正式上市,开源证券,2024-08-18 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=csZqz9nEzP/tORAvTo6o4VlrqpUrhRwHfNbiXLqlbKc=,https://pdf.dfcfw.com/pdf/H3_AP202408181639325440_1.pdf
金融行业双周报：上交所增加网下投资者持有科创板股票市值要求,东莞证券,2024-08-18 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=csZqz9nEzP/tORAvTo6o4SEJqRHYGONNxHOgeT1oxjU=,https://pdf.dfcfw.com/pdf/H3_AP202408181639324806_1.pdf
金融周报：央行强化长期国债利率稳定性 助力银行保险改善资产配置,华龙证券,2024-08-12 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=9HyziAhrq/Fh4RrMTrhuwsLd2MOdwyinfx+Vsyo5CaI=,https://pdf.dfcfw.com/pdf/H3_AP202408121639239224_1.pdf
非银金融行业周报：人身险产品更换在即，互联网财险迎新规非银金融,信达证券,2024-08-11 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XBwpMPU0AtP53q/i2DMHKLNumrKa+vJqsekSOY/+LMY=,https://pdf.dfcfw.com/pdf/H3_AP202408111639231986_1.pdf
非银行业点评：转型与规范：重塑互联网财险业务,民生证券,2024-08-11 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=idFKLzBP8Lz7WZbC+v9+WTgxaFr9O9cK8UerP2xFoqA=,https://pdf.dfcfw.com/pdf/H3_AP202408101639230909_1.pdf
非银行业周报：如何理解投融资相协调的资本市场功能？,民生证券,2024-08-11 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XBwpMPU0AtP53q/i2DMHKBZki7HL9P/YHV/xwsWQaUo=,https://pdf.dfcfw.com/pdf/H3_AP202408111639230920_1.pdf
2024年中期非银金融投资策略暨资本市场资金供需分析：曙光初具,国信证券,2024-08-09 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=/eceGbJ8xorKvbvZiltsAsoA4MQA3ImZiu3+EIoid9s=,https://pdf.dfcfw.com/pdf/H3_AP202408091639216493_1.pdf
非银行业周报（2024年第二十七期）：中小券商股权频繁流转，行业内部并购整合态势活跃,中航证券,2024-08-08 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Cp0ZxiHNrICjn08OPrHIUKg6xHqeLztrfy2nUu9JuPk=,https://pdf.dfcfw.com/pdf/H3_AP202408081639192760_1.pdf
金融行业周报：预定利率下调等政策助力险企缓解负债、长期投资稳定性增强,华龙证券,2024-08-06 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ehyiprfZutyJUr0xBQ3Kw2PSj22FyqDTL2ZCTgIRhAQ=,https://pdf.dfcfw.com/pdf/H3_AP202408061639157304_1.pdf
非银金融行业日本、中国台湾租赁业深度研究：服务产业升级，受益于经济增长与行业鼓励政策,开源证券,2024-08-05 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=CJnLP5z5J+YUChawNsIczIUBz41+zETduF80PxBKWfA=,https://pdf.dfcfw.com/pdf/H3_AP202408051639150109_1.pdf
金融创新新篇章：证券市场如何拥抱科技变革与市场动态 头豹词条报告系列,头豹研究院,2024-08-05 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=CJnLP5z5J+YUChawNsIczMePOcdJderT/8Ftl0SNsFM=,https://pdf.dfcfw.com/pdf/H3_AP202408051639148040_1.pdf
金融行业双周报：政治局会议定调积极，提升资本市场内在稳定性,东莞证券,2024-08-04 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=pKvdrr8YCBYiacUQp0A3kdwgkVjimsz9Myffddr+i0A=,https://pdf.dfcfw.com/pdf/H3_AP202408041639133156_1.pdf
非银行业点评：建立动态调整机制，预定利率进入“2”时代,民生证券,2024-08-04 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=pKvdrr8YCBYiacUQp0A3keE2iIOZXCOvAVXXHtlGNaw=,https://pdf.dfcfw.com/pdf/H3_AP202408041639132581_1.pdf
非银行业周报：保险迎来预定利率动态调整新周期,民生证券,2024-08-04 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=pKvdrr8YCBYiacUQp0A3kU7SR3Tg/8RJJPrQ5pNs6Ag=,https://pdf.dfcfw.com/pdf/H3_AP202408041639133697_1.pdf
金融周报：央行降息低利率环境下 银行高股息价值进一步凸显,华龙证券,2024-07-30 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Y/Twzn9NyNdJbj2Y8fXWO9Cadp5uv3iP8WUGtcVvJp4=,https://pdf.dfcfw.com/pdf/H3_AP202407301638465229_1.pdf
非银金融·公募基金行业机构立体博弈系列之三：公募基金的工具化、平台化与解决方案化,国信证券,2024-07-28 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=sJuiXruGEvBimWLN5/gLsSNCqCVQIKXep0Q2B+fB1q0=,https://pdf.dfcfw.com/pdf/H3_AP202407281638399577_1.pdf
非银行业周报：全面深化改革与开放，重视非银板块的系统性机会,民生证券,2024-07-28 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=sJuiXruGEvBimWLN5/gLsQfG1XyUyI+tGW0zRKdYN78=,https://pdf.dfcfw.com/pdf/H3_AP202407281638397182_1.pdf
非银行金融行业研究：6月公募数据点评：债券基金规模再超权益基金，科创类ETF获资金青睐,国金证券,2024-07-25 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=PAUnnGpVrF6a/I/ab0mQOXTp9apHeK3vBC/feZhHCJs=,https://pdf.dfcfw.com/pdf/H3_AP202407251638285814_1.pdf
金融周报：投融资协调的资本市场助力金融高质量发展,华龙证券,2024-07-23 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=pj9AfKmkx/Qn7me0Wtq5Q98wsYHVCCmwHA+JOSGPu5w=,https://pdf.dfcfw.com/pdf/H3_AP202407231638224897_1.pdf
非银行业周报（2024年第二十五期）：券商并购重组又获新进展，上市险企保费数据出炉,中航证券,2024-07-23 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=pj9AfKmkx/Qn7me0Wtq5Q1iwNdenoZ4urXz3dHNKfRo=,https://pdf.dfcfw.com/pdf/H3_AP202407231638217720_1.pdf
主动权益基金2024Q2非银重仓股点评：寿险和江苏金租获加仓，券商持仓进一步下降,开源证券,2024-07-22 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=iRNEzl490pTssuQBDhM8J4eJac5fwBoP5nkmD0n2LqE=,https://pdf.dfcfw.com/pdf/H3_AP202407221638197228_1.pdf
从《决定》中理解金融机构下一阶段核心使命：新质生产力发展的引擎,国信证券,2024-07-22 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=iRNEzl490pTssuQBDhM8J0lRlp8KLyUk68sEX+xdfdc=,https://pdf.dfcfw.com/pdf/H3_AP202407221638195086_1.pdf
非银金融：以经济体制改革为牵引，迎高质量发展机遇,信达证券,2024-07-21 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=0tXm92G1K90Zho+lFSecB5JhewqdWWy/D9F+MHhBaM4=,https://pdf.dfcfw.com/pdf/H3_AP202407211638149255_1.pdf
非银行金融行业研究：24Q2主动权益公募持仓点评：保险景气度提升，券商持仓显著低配,国金证券,2024-07-21 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=0tXm92G1K90Zho+lFSecBynFFM1lkEZxVmzOCsKMwlQ=,https://pdf.dfcfw.com/pdf/H3_AP202407211638151548_1.pdf
金融行业双周报：三中全会公报三次提及金融，要求深化金融体制改革,东莞证券,2024-07-21 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=0tXm92G1K90Zho+lFSecB/g6cGQ7C28L8PYcpPLh3Mo=,https://pdf.dfcfw.com/pdf/H3_AP202407211638154569_1.pdf
非银金融行业周报：融券逆周期调节优化市场秩序，看好政策催化下的配置机遇,东海证券,2024-07-15 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=CJDlMxeHVFlgnlk1Svze2QbNXj56puV8GinhDZT4fZ8=,https://pdf.dfcfw.com/pdf/H3_AP202407151637916311_1.pdf
非银行业周报（2024年第二十四期）：券商披露半年度业绩预告，自营或仍为业绩支撑,中航证券,2024-07-15 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=CJDlMxeHVFlgnlk1Svze2eCObz5L4u33jRL1/dORAiE=,https://pdf.dfcfw.com/pdf/H3_AP202407151637905329_1.pdf
非银金融行业简评：强化融券逆周期调节与程序化交易监管，推动资本市场高质量发展,东海证券,2024-07-14 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=i71XHiTw5NRqtLoTwb43BFmrx3fg019DOmec1eWylJA=,https://pdf.dfcfw.com/pdf/H3_AP202407131637870652_1.pdf
非银行业周报（2024年第二十三期）：监管政策推动行业整合加速,中航证券,2024-07-12 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ZbwNCJyWoJ9XWqEJldcGNo0duIKxifg9tzQzhVehzxk=,https://pdf.dfcfw.com/pdf/H3_AP202407121637846856_1.pdf
非银金融行业点评报告：呼应市场诉求，融券制度持续优化,东吴证券,2024-07-11 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=eS7amNy12T+TYFPGQqx6M+fqcdb4na+gUO3xgEFU3NE=,https://pdf.dfcfw.com/pdf/H3_AP202407111637771085_1.pdf
中国AMC行业：AMC化解中小金融机构风险案例浅析,中诚信国际,2024-07-10 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=yW1ilVsAEXxVMdgQjpS2eTzJ8YvD+/qmosXGZOARG4Y=,https://pdf.dfcfw.com/pdf/H3_AP202407101637750016_1.pdf
金融周报：央行国债二级市场操作利好银行保险资产配置,华龙证券,2024-07-08 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Jl84KnxX6l/IGTq6Biv6gRR98Nf7jjZyTvOoDlEhSus=,https://pdf.dfcfw.com/pdf/H3_AP202407081637679577_1.pdf
金融行业各个子行业研究方法与框架全景,太平洋,2024-07-08 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Jl84KnxX6l/IGTq6Biv6gcDwIG3xDDe0X+ber9mbPJE=,https://pdf.dfcfw.com/pdf/H3_AP202407081637664866_1.pdf
金融行业双周报：六部门发文惩治资本市场财务造假，维护良好市场生态,东莞证券,2024-07-08 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=6ZlOldNcHNKNYHz8HlkO8pW1ysMNWyai17d7L3Tho4k=,https://pdf.dfcfw.com/pdf/H3_AP202407071637651044_1.pdf
东吴金融&金工财富管理月报（2024/06）：基金收益率持续下滑，月底证券ETF净主动卖出额较高,东吴证券,2024-07-05 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=D7bRQ0eAs+GiQHZVTeDRHEdv/4niqLR2Q+cgiqROIXA=,https://pdf.dfcfw.com/pdf/H3_AP202407051637596641_1.pdf
非银金融行业周报：从赔率角度布局低估值非银板块,信达证券,2024-07-01 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=skhsbYmbG4sQJ0EDHeUJRDP1HQ6X+v726xyE977icYU=,https://pdf.dfcfw.com/pdf/H3_AP202407011637138842_1.pdf
金融周报：市场风格调整下银行板块兼具高股息与稳定性 建议关注,华龙证券,2024-07-01 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=skhsbYmbG4sQJ0EDHeUJRHmEmb2Nk2DFclwsmTjfgHs=,https://pdf.dfcfw.com/pdf/H3_AP202407011637139054_1.pdf
非银行业周报（2024年第二十一期）：券商再出并购重组筹备，迎来新一轮并购潮重要窗口期,中航证券,2024-06-27 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=YHd8rTfI5Cb234PwlCPSnf0euZ3E5o0uZxAG7Rqov/8=,https://pdf.dfcfw.com/pdf/H3_AP202406271636946608_1.pdf
非银行金融行业周报：科创板改革继续深化，针对性举措服务新质生产力,山西证券,2024-06-26 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=V61VuUrjH/CwcSj3ND1Tkz4auMwp/FcEqiB2ZrR6rHw=,https://pdf.dfcfw.com/pdf/H3_AP202406261636922938_1.pdf
金融行业周报：监管导向银行保险负债端压力有望下降,华龙证券,2024-06-24 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=BBr16LgYONn6tOBapGsLn0X2e3b4WR/HLNSbxW/2j2k=,https://pdf.dfcfw.com/pdf/H3_AP202406241636829177_1.pdf
金融行业双周报：券商并购重组年内第三起，西部证券拟收购国融证券控股权,东莞证券,2024-06-24 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=BBr16LgYONn6tOBapGsLnwegIQaKCJkDsiQ7NIRofdM=,https://pdf.dfcfw.com/pdf/H3_AP202406241636811069_1.pdf
2C金融信息服务商行业深度报告：行业马太效应明显，高beta弹性特征突出,开源证券,2024-06-21 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=soVkk3B051dA2hDC7eZMi261BCEcLf+69lO/Hjpqj+w=,https://pdf.dfcfw.com/pdf/H3_AP202406211636773525_1.pdf
金融：从低估值高股息到低估值高贝塔,东吴证券,2024-06-18 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XsUPBEkQk/71bncbei73OdAh6ZGOiMdZztVb1BIYb1k=,https://pdf.dfcfw.com/pdf/H3_AP202406181636644652_1.pdf
非银金融：基金互认制度优化，两地互联互通推动金融高水平开放,五矿证券,2024-06-18 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XsUPBEkQk/71bncbei73OZfZ1AHxPH0eGmNRsN8fvbQ=,https://pdf.dfcfw.com/pdf/H3_AP202406181636616451_1.pdf
非银金融行业月报（2024/05）：基金总规模小幅增长，基金收益率下滑,东吴证券,2024-06-18 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XsUPBEkQk/71bncbei73OQta8riVf00mMEAO0KxdmUw=,https://pdf.dfcfw.com/pdf/H3_AP202406181636606839_1.pdf
2024年中国B2B行业研究报告,艾瑞股份,2024-06-17 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=BcGwXI+BqPClQ73OO2g+mpg17FQqADMzMnXFrwhV0Rs=,https://pdf.dfcfw.com/pdf/H3_AP202406171636462297_1.pdf
非银行金融行业周报：执业质量评价更加细化，关注资本市场政策举措,山西证券,2024-06-17 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=BcGwXI+BqPClQ73OO2g+mmzhTN9i7eXmPviqwM0BEuI=,https://pdf.dfcfw.com/pdf/H3_AP202406171636498438_1.pdf
金融行业周报：银行存款分流短期或持续 券商仍维持事件催动逻辑,华龙证券,2024-06-17 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=BcGwXI+BqPClQ73OO2g+msrGCFF9zsy0wn/MdnXDMeo=,https://pdf.dfcfw.com/pdf/H3_AP202406171636505311_1.pdf
非银金融：财政发力，资产端反转或驱动非银板块业绩非银金融,信达证券,2024-06-16 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=6s44s7v8tFujf92xc7iM+xRLP/yjLiKgap8hIFq38fk=,https://pdf.dfcfw.com/pdf/H3_AP202406161636458846_1.pdf
非银行金融行业周报：完善量化监管，加强投资者保护,山西证券,2024-06-14 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=2CUhWPfuYis7xUR82T7AyPVKB1ox9m6gp7Yh0P+0Vuk=,https://pdf.dfcfw.com/pdf/H3_AP202406141636234904_1.pdf
非银行业周报（2024年第十九期）：中小券商股权流转加速，券商行业并购重组持续推进,中航证券,2024-06-12 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=wXmAC/8LzLf5LXlybLXnjdTE6NyXm5Sswz0o3kVkBTI=,https://pdf.dfcfw.com/pdf/H3_AP202406121636009120_1.pdf
REITs专题研究报告（二）：REITs政策持续释放，一季度底层资产营收分化,民生证券,2024-06-12 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=wXmAC/8LzLf5LXlybLXnjVG3889AEZ5Wt/vMK4ASwGk=,https://pdf.dfcfw.com/pdf/H3_AP202406121635997508_1.pdf
非银行金融行业研究：保险Q2业绩向好预期有望驱动估值修复持续，券商板块有望迎来政策催化,国金证券,2024-06-11 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=oaxC1wje2houRd3DdTuXg/mX8hL2pZXjS4typ4f3wR4=,https://pdf.dfcfw.com/pdf/H3_AP202406111635957743_1.pdf
非银金融行业周报：PB接近1的券商具备较强安全边际,信达证券,2024-06-10 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=n8C2nUqhBscnmSuoglCwCEOxoU/f6rnr6JkpiFwbqiY=,https://pdf.dfcfw.com/pdf/H3_AP202406101635918085_1.pdf
非银行金融行业周报：防范化解金融风险，行业法制环境不断完善,山西证券,2024-06-05 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=UI0AW02uZ+AOeN588nxDLGQ+YfuUpFFHqtsHUrPDYjA=,https://pdf.dfcfw.com/pdf/H3_AP202406051635585663_1.pdf
非银行业周报（2024年第十八期）：券商行业并购重组持续加速,中航证券,2024-06-05 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=9niGwET6eUwlURYLRdkdVHIYCX3HON2xHCT6qVpW7wE=,https://pdf.dfcfw.com/pdf/H3_AP202406041635379615_1.pdf
非银行金融行业周报：全面规范减持行为，推动资本市场生态完善,山西证券,2024-05-28 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=p162rZmjFKW0Rqt5Rifn+1hK6ZM1ytIFKkKfV1OIjAE=,https://pdf.dfcfw.com/pdf/H3_AP202405281634739773_1.pdf
金融行业双周报：证监会正式发布减持新规，有效防范绕道减持,东莞证券,2024-05-27 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=G2weRIfxk6JOu40yBSRJnuEZYBDc6WWHq4ak0NsS/5c=,https://pdf.dfcfw.com/pdf/H3_AP202405271634702493_1.pdf
非银行金融行业政策点评：全面规范减持行为，推动资本市场生态完善,山西证券,2024-05-27 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=G2weRIfxk6JOu40yBSRJnnatqg4ep7+pbE4ZBbwA6vU=,https://pdf.dfcfw.com/pdf/H3_AP202405271634707466_1.pdf
非银金融行业：“Beta加强器”：当下险企股债配置及投资弹性分析,信达证券,2024-05-23 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=GhjEDcjgK8lVuTAftYzzAzblajiSbaxuvHimDLrbDAU=,https://pdf.dfcfw.com/pdf/H3_AP202405231634384556_1.pdf
金融行业周报：保险基本面改善预期提升 关注银行息差与房贷压力情况,华龙证券,2024-05-21 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=mmikrbOAeDSjXjgh/8V8OtS4/SaUl9mgz+dQD3j1DRs=,https://pdf.dfcfw.com/pdf/H3_AP202405211634004389_1.pdf
非银金融行业周报：政策助力经济复苏，重视非银板块弹性非银金融,信达证券,2024-05-19 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=5xdlSlM9JaOr9xajr6u0fBg4WDygeLczwF/xoK7ccQM=,https://pdf.dfcfw.com/pdf/H3_AP202405191633835924_1.pdf
非银行业周报（2024年第十五期）：券商一季报承压，保险资产端压力有望缓释,中航证券,2024-05-14 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=DfMYJ3E+7NUNbxBvspfgegAKXp81LJpE9Fl7PeBoQiE=,https://pdf.dfcfw.com/pdf/H3_AP202405141633055534_1.pdf
金融行业周报：关注券商并购主线发酵行情 银行息差与保险竞争压力增强,华龙证券,2024-05-14 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=DfMYJ3E+7NUNbxBvspfgeh8JsDAd+HfJervcGKeS7+4=,https://pdf.dfcfw.com/pdf/H3_AP202405141633046418_1.pdf
金融行业双周报：4月新增社融与M1增速转负，信贷结构全面走弱,东莞证券,2024-05-13 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ceIwP4D0Q1UAVO8RzbO2lw1fC8hWDmGbHFA9dsiokjQ=,https://pdf.dfcfw.com/pdf/H3_AP202405131632930936_1.pdf
非银金融：自营投资能力驱动业绩、关注非方向性和并购双主线,信达证券,2024-05-11 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Hjz9RFAvQr6xVWzpGqOuQK3xNHBWYN7NqVloeEIklR0=,https://pdf.dfcfw.com/pdf/H3_AP202405101632842319_1.pdf
【AI金融新纪元】系列报告（三）：赋能金融，AI开启新时代,东吴证券,2024-05-07 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ktMQCGBTHxUQMHRZxAFRwge5g5bZBTx0JocOmM9hL80=,https://pdf.dfcfw.com/pdf/H3_AP202405071632576161_1.pdf
《关于金融企业国有资产管理情况专项报告审议意见的研究处理情况和整改问责情况的报告》解读：打造金融业“国家队”，利好央国企金融机构估值释放,东吴证券,2024-04-28 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=oH61YsZ0p7X18DhKjPT46K3f4PlxHPnZIyUAdJBnjrc=,https://pdf.dfcfw.com/pdf/H3_AP202404271631499375_1.pdf
公募交易费用管理新规解读：第二阶段降费落地，行业回归本源,太平洋,2024-04-24 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=R27bGYnCfe6g/ZBwiSHjfYtU/RSHUymR2Wo+QmEfxzQ=,https://pdf.dfcfw.com/pdf/H3_AP202404241631114866_1.pdf
2024Q1基金非银重仓点评：保险和券商持仓降至低位，高股息再获加仓,开源证券,2024-04-24 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=R27bGYnCfe6g/ZBwiSHjfetIGXJbf/Zv3xHRgP8UJMk=,https://pdf.dfcfw.com/pdf/H3_AP202404241631183920_1.pdf
金融行业周报：公募佣金新规助力投资者降低交易成本,华龙证券,2024-04-24 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=R27bGYnCfe6g/ZBwiSHjfebN+QAMxVX/h3VNe5JfkJQ=,https://pdf.dfcfw.com/pdf/H3_AP202404241631118403_1.pdf
非银金融行业简评：公募佣金改革正式落地，回归本源优化市场生态,东海证券,2024-04-23 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=vJ9Y5roKLFA4SRoILBED0ofeEkYMBtyIv7lSNdMssIE=,https://pdf.dfcfw.com/pdf/H3_AP202404231631038224_1.pdf
